Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.02940147,7.983570344,7.936345669,7.852046311,7.742899851,7.653027823,7.665147333,7.685045317,7.673274982,7.663174613,7.646844881,7.898969441,8.116883117,8.301675649,8.448087754,8.541377375,8.816032346,9.066085694,9.299307958,9.502638825,9.696415299,9.983314008,10.27571728,10.56545142,10.8388235,11.13305357,11.47630042,11.83215353,12.22414943,12.60470893,12.99738903,12.75375675,12.48093607,12.18228342,11.89169932,11.59020911,11.34839552,11.07124103,10.78322751,10.48024948,10.16380782,10.1471173,10.17408425,10.2379995,10.34794057,10.49571829,10.48937133,10.49899917,10.54775524,10.63501222,10.77255717,10.91498029,11.08643168,11.28894241,11.5135228,11.77559711,12.07615788,12.39322712,12.731398,
Australia,AUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.06777322,14.12117277,14.11962794,14.08010286,14.02109824,13.95498755,13.7910343,13.61983619,13.45572006,13.30519489,13.16908968,13.29403814,13.40828721,13.5223958,13.64938228,13.79647487,14.00298991,14.21938543,14.43452156,14.62752637,14.78862559,14.94827245,15.06974391,15.1789385,15.31039843,15.48388428,15.6739063,15.88179612,16.09989212,16.32041149,16.54218163,16.83577015,17.12335468,17.3917647,17.62264817,17.81071547,17.97862283,18.10759141,18.21253579,18.3195711,18.45029593,18.55026594,18.66708905,18.80310751,18.95382245,19.12098563,19.15531705,19.19907657,19.29376434,19.48479413,19.79040532,20.24288155,20.7654893,21.32775898,21.8858011,22.41932738,22.97360952,23.50648633,24.03035262,
Austria,AUT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.51960858,18.92313529,19.33258963,19.75015875,20.17568838,20.60906166,21.11390049,21.59431728,22.03762269,22.42274708,22.73707672,23.12650448,23.41177399,23.60450617,23.72066656,23.76835942,23.98247334,24.14172445,24.18886603,24.03284957,23.63813572,23.19856786,22.53534621,21.80432758,21.21210213,20.86701312,20.8697964,21.06779515,21.37966658,21.67996721,21.89561527,22.18767117,22.41194856,22.56660335,22.64559734,22.64008285,22.73367104,22.73903209,22.69928383,22.6746251,22.70468053,22.86500217,23.04894996,23.27027972,23.54397621,23.87896675,24.34006764,24.85625937,25.39596648,25.91051589,26.37386099,26.77514212,27.13002419,27.45979266,27.78123387,28.10353285,28.25625856,28.37279261,28.48789232,
Azerbaijan,AZE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.774093396,9.80715709,9.885928801,9.981395993,10.05591667,10.09156067,10.19430455,10.2547405,10.27333672,10.24844491,10.17988963,10.09266694,9.94038092,9.745182366,9.536766463,9.333212205,9.191010956,9.055323011,8.904780499,8.708096039,8.458014217,8.259403417,8.023205153,7.779167137,7.561355229,7.387955441,7.318416496,7.267272182,7.255302355,7.315811989,7.467025218,7.690038914,7.963489107,8.248631709,8.500933731,8.69978368,8.897578341,9.027336841,9.114388281,9.195613661,9.285204787,9.507534494,9.731691102,9.898708708,9.931568633,9.802674089,9.604371208,9.295847517,8.93391323,8.582579667,8.276386843,8.129285969,8.01395035,7.947810694,7.950782309,8.035522328,8.215900426,8.469266827,8.795574653,
Burundi,BDI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.512974904,5.592634573,5.663572516,5.718445189,5.746059574,5.741502544,5.81441857,5.848985554,5.851155873,5.829397134,5.789100958,5.956161862,6.100177784,6.220415609,6.313882606,6.377253187,6.341660454,6.281855614,6.20447866,6.114441469,6.012987348,6.012883136,5.990675197,5.948154807,5.888043264,5.812475064,5.80518614,5.778891475,5.734426139,5.669901226,5.58594922,5.61779347,5.611002391,5.568014125,5.493285717,5.389425625,5.435190073,5.452940479,5.435197114,5.374627508,5.267322518,5.143309078,4.996658679,4.834270678,4.662320987,4.485545947,4.407618135,4.33066022,4.254442294,4.177212948,4.100403767,4.057304922,4.01015389,3.974230156,3.968374421,4.000976292,4.082556047,4.184565494,4.300249568,
Belgium,BEL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.37622191,18.72563537,19.03277057,19.30923862,19.57414073,19.84030714,20.21686614,20.56646058,20.87935801,21.13732108,21.33106512,21.62054503,21.81884987,21.94232011,22.01308577,22.04287475,22.22920446,22.38537359,22.45918273,22.36883545,22.08277959,21.82188331,21.37557713,20.87698717,20.50631495,20.35982789,20.57447449,20.96923554,21.46749408,21.94994416,22.34788769,22.79571496,23.16563941,23.48032417,23.77490506,24.0685078,24.46862881,24.83874187,25.17561442,25.47157318,25.72377721,25.94630507,26.12777452,26.26617792,26.34911633,26.37485618,26.3999416,26.33651669,26.2486617,26.23311535,26.35022209,26.55662958,26.872332,27.25649898,27.6376309,27.9742851,28.43437624,28.8664766,29.28609981,
Benin,BEN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.895806984,8.893907577,8.845092788,8.74869228,8.603161499,8.409546095,8.564042907,8.672566612,8.739390907,8.768687415,8.764101483,8.864639404,8.924370096,8.944206876,8.923891651,8.864458596,8.876741483,8.845401174,8.777953635,8.680128968,8.556844156,8.497704494,8.407284107,8.289530868,8.148589776,7.988024434,7.915197622,7.820066993,7.706093114,7.575697073,7.432200043,7.319531939,7.194086518,7.062395932,6.930016168,6.800691001,6.712124926,6.61543288,6.514253111,6.4122703,6.312126016,6.254007735,6.188090012,6.122297142,6.065629975,6.022372302,6.050918543,6.081153652,6.105620548,6.11393158,6.102872988,6.105003525,6.087687871,6.059721279,6.030830987,6.006713346,6.003010311,5.997599425,5.992046801,
Burkina Faso,BFA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.137889724,4.274736672,4.386575565,4.475065532,4.542956066,4.592597308,4.748301565,4.881453503,4.990527191,5.074027604,5.132450768,5.289629057,5.417329291,5.517982418,5.595512528,5.652238016,5.814864753,5.951831679,6.062355197,6.144967824,6.199803842,6.344134931,6.459990109,6.54912282,6.61360455,6.654437969,6.709982433,6.735822028,6.732713788,6.699573543,6.6369791,6.590193347,6.510831544,6.404126832,6.273879417,6.124535991,6.029037731,5.909317236,5.773101184,5.62794876,5.478765718,5.408372817,5.325463305,5.233633256,5.136810989,5.037141135,5.011192612,4.975791249,4.931002976,4.875486172,4.809925615,4.792375477,4.762092362,4.722569949,4.677296925,4.628908021,4.616115289,4.595757363,4.572106492,
Bangladesh,BGD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.874112085,4.919791586,4.945068666,4.953544847,4.951408824,4.944579267,5.049624589,5.137578891,5.205922351,5.25221225,5.278456586,5.422861115,5.552183532,5.668727851,5.775211682,5.873491338,5.954283211,5.993691813,5.996056497,5.968028816,5.916820175,5.927758266,5.905584788,5.85480023,5.781408996,5.6912044,5.724809285,5.746028087,5.755231339,5.752178845,5.739067411,5.800876001,5.849345659,5.887256085,5.917163859,5.942190512,6.066547044,6.181585036,6.291513421,6.400520644,6.511536397,6.628084751,6.731830385,6.827507012,6.921499069,7.01737787,7.156805594,7.284190903,7.394499033,7.482279296,7.545432734,7.637050222,7.715175371,7.771331786,7.792943141,7.777303622,7.768130203,7.728934179,7.683541597,
Bulgaria,BGR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.42012953,11.59164513,11.78010721,11.99039885,12.22839412,12.50000453,12.81423664,13.14164699,13.48582234,13.85205862,14.24491112,14.65615363,15.05797846,15.4531643,15.84886884,16.24969583,16.71622535,17.19384843,17.6186461,17.88770789,17.95158066,17.84900153,17.53720739,17.15827756,16.9101687,16.90222999,17.28326692,17.85564496,18.53594633,19.19696454,19.76649811,20.45232726,21.04159516,21.56146321,22.05679567,22.55231702,23.06790176,23.55554196,23.98615603,24.30916399,24.49563787,24.79743286,24.97748504,25.06487739,25.10497,25.13407357,25.33175273,25.50334629,25.69884094,25.98990865,26.42114647,27.10646877,27.92075588,28.8104824,29.68089077,30.46661553,31.30728619,32.03448862,32.65152934,
Bahrain,BHR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.369238759,5.184894471,4.899559566,4.525294966,4.054650552,3.480630799,3.623495251,3.81281647,4.060077335,4.368115621,4.742098733,4.62964532,4.518931845,4.404761017,4.277807485,4.14279162,3.904782781,3.675191371,3.47789461,3.337049979,3.256927604,3.466435963,3.675314705,3.870093225,4.024010158,4.129038525,3.961968567,3.785009252,3.615703858,3.468581134,3.35090886,3.443201,3.516596695,3.559553472,3.570174029,3.564439364,3.620905188,3.660021873,3.669925773,3.659659138,3.639383198,3.485662895,3.363694455,3.268264177,3.185731006,3.108284389,2.958793696,2.84100351,2.754147749,2.6988903,2.679812879,2.764926251,2.845044803,2.917621714,2.979164987,3.025317405,3.031659093,3.049777875,3.098012895,
"Bahamas, The",BHS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.043018049,6.868973524,6.711471184,6.612707287,6.546594455,6.484820052,6.379693203,6.27988175,6.223598003,6.19898102,6.212796409,6.278635315,6.343503238,6.412191006,6.487189694,6.545574949,6.651564126,6.747919674,6.843145681,6.925396443,6.982630073,6.986141389,6.958528833,6.921117714,6.877487996,6.826811259,6.800178015,6.771413144,6.740015033,6.731873541,6.745307451,6.818851695,6.915718184,7.029421985,7.13956571,7.248486877,7.447177191,7.631860936,7.815099695,8.015960892,8.24441442,8.37980946,8.509576177,8.614629842,8.686437658,8.744482315,8.822135972,8.906857298,8.990921177,9.065108443,9.124547977,9.222970323,9.312527113,9.407950032,9.517915616,9.654151455,9.853615988,10.07693976,10.32992423,
Bosnia and Herzegovina,BIH,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.878233492,6.047206,6.235227465,6.427195307,6.60632803,6.766437757,6.954713581,7.094535583,7.203680729,7.309562384,7.430208399,7.69228116,7.953123661,8.188682569,8.370031939,8.484688356,8.660876185,8.800138782,8.889298781,8.907417643,8.849200505,8.693958832,8.48235278,8.260866416,8.086637043,7.992565861,8.122249048,8.331628977,8.628492817,9.0198671,9.508162674,10.17159089,10.91357452,11.71863977,12.55835853,13.40676101,13.971261,14.48154563,14.97065456,15.4908772,16.06638125,16.86492293,17.73409135,18.57538934,19.24020382,19.65100084,19.89944101,19.91605827,19.81645386,19.76422509,19.85628025,19.94749136,20.0819318,20.21682116,20.36867882,20.60473461,21.54049949,22.67634453,23.95214663,
Belarus,BLR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.30315329,13.34601751,13.33844207,13.31290292,13.31496823,13.36813174,13.56834474,13.80530398,14.05212045,14.26979967,14.4379882,14.66329718,14.84160379,15.01116094,15.20962143,15.4450292,15.70925229,15.9767019,16.18585676,16.25952968,16.17579161,15.96666079,15.63147012,15.25951436,14.97129657,14.83524968,14.90135391,15.06406687,15.31582305,15.65216711,16.07242077,16.64614403,17.28365654,17.9204369,18.46286119,18.85859729,19.23779465,19.44748124,19.55313885,19.65869387,19.82333956,20.20427741,20.63031508,21.00933439,21.20056817,21.13297416,21.03197997,20.70765925,20.27242118,19.8826618,19.62907234,19.662504,19.81099783,20.04896961,20.3313636,20.63400711,20.87117841,21.21036856,21.73873232,
Belize,BLZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.202143425,8.372998244,8.504587537,8.618167039,8.689263517,8.733463751,8.801145355,8.834355828,8.846927335,8.83716906,8.834576968,9.012177722,9.155908964,9.296243078,9.422782875,9.545939835,9.568874869,9.559930075,9.493529508,9.364047526,9.173479943,9.003378147,8.822868919,8.621349806,8.41485351,8.194734841,8.100822524,8.001916627,7.931324366,7.885686809,7.880279971,7.980678253,8.124669629,8.296695368,8.456166111,8.569808076,8.229395833,7.874686717,7.552244982,7.282657478,7.059631386,6.868811881,6.678158891,6.477825728,6.266275526,6.033180659,6.133756609,6.247010319,6.379387135,6.549153191,6.763406745,6.768343238,6.791711874,6.828025951,6.883821444,6.957865242,7.051559516,7.15854031,7.288678927,
Bermuda,BMU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.357406965,8.247279852,8.097498454,7.921177603,7.730662104,7.533741276,7.481776122,7.413436468,7.333882398,7.247758045,7.158476948,7.182124765,7.191955813,7.19166871,7.185144396,7.174587554,7.258270155,7.331828099,7.390585166,7.427708744,7.440583331,7.558381682,7.661089106,7.756634112,7.853502734,7.955847149,8.035398504,8.108520714,8.18184787,8.262322975,8.353238213,8.44619341,8.537882516,8.623884084,8.697657739,8.756517618,8.866789966,8.964949086,9.052403025,9.129629274,9.19870876,9.288563168,9.370076495,9.452917809,9.547722498,9.660431801,9.774027362,9.895848039,10.02497053,10.15964086,10.29941904,10.45988662,10.62051148,10.78161577,10.94277759,11.10496331,11.29104097,11.47173033,11.64980169,
Brazil,BRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.86871887,5.976970779,6.079602036,6.167380697,6.228377507,6.25895607,6.304387371,6.320218497,6.31911968,6.315985793,6.318839301,6.35947088,6.395842496,6.427570137,6.453057528,6.472243169,6.518906714,6.555840816,6.582917527,6.59895124,6.605129933,6.637856626,6.656367141,6.668015191,6.68108351,6.701004576,6.767180424,6.829118396,6.89107495,6.958657559,7.034976445,7.165474172,7.299025888,7.425913114,7.533371438,7.617496563,7.726407442,7.812565578,7.891452473,7.983290608,8.099032866,8.266029871,8.452249268,8.647642156,8.836649018,9.012798785,9.201034097,9.378621004,9.557758265,9.754322254,9.978387175,10.24101961,10.52236743,10.82621918,11.15696818,11.51859839,11.91935593,12.34458365,12.79386653,
Barbados,BRB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.3952717,12.64789978,12.82749234,12.97774543,13.15870619,13.41601258,13.73751064,14.11523796,14.51212854,14.86744843,15.16733355,15.29593312,15.55276622,15.97060095,16.49431304,17.00971548,17.21510123,17.30575074,17.40120715,17.56155029,17.77764493,17.65762705,17.49248377,17.27974264,17.00987039,16.68034673,16.5016664,16.26923963,16.02163067,15.80989445,15.65630342,15.78256166,15.97524217,16.20406176,16.42656229,16.63127172,16.92012736,17.20494272,17.51486519,17.86378383,18.26314617,18.3178469,18.38116949,18.45236794,18.51797513,18.58627005,18.72920664,18.87621471,19.07573171,19.36456622,19.77571478,20.07618666,20.44912413,20.88957409,21.38085216,21.90862604,22.44844674,23.01883839,23.63749269,
Brunei Darussalam,BRN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.372510702,7.404662444,7.426778243,7.443208258,7.427066533,7.37998007,7.203491705,7.015255092,6.842835005,6.703320265,6.591932133,6.492693679,6.395446174,6.320602474,6.265247799,6.228251384,6.041589502,5.804938696,5.52745874,5.211305319,4.8413373,4.825645543,4.805844543,4.776440724,4.741654594,4.718546793,4.620109108,4.517661397,4.412791045,4.296015957,4.16178989,4.132596158,4.101601963,4.078336249,4.071271609,4.083387062,3.971012725,3.85812348,3.754383454,3.646921754,3.535944285,3.696576161,3.839863381,3.973762237,4.110819009,4.266432413,4.434804599,4.577098442,4.684190528,4.755435788,4.797820695,4.904077853,5.037961336,5.201638289,5.40996226,5.671043891,5.988397356,6.349762568,6.758858392,
Bhutan,BTN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.247838989,4.278399722,4.286329254,4.273536202,4.246546505,4.211952686,4.2536088,4.28279127,4.298613099,4.301326743,4.288395025,4.342735625,4.379862966,4.402366864,4.411997749,4.416919965,4.47586001,4.521804323,4.555747904,4.580967746,4.595298831,4.684440361,4.758417464,4.819661666,4.870089482,4.912310402,5.004129336,5.082476963,5.150511264,5.210813288,5.265040092,5.500489839,5.740361503,5.986351706,6.235359615,6.489807005,6.610712004,6.717192208,6.810584151,6.89082116,6.959416185,7.039925158,7.10472844,7.161361904,7.219348231,7.281212109,7.450322889,7.616411545,7.777780428,7.929764674,8.071941985,8.192133437,8.306603567,8.41298102,8.506186222,8.587498896,8.666649216,8.731592576,8.79869436,
Botswana,BWA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.237478368,8.240124111,8.204643345,8.152319457,8.10511604,8.070765539,8.114046074,8.146311745,8.153212128,8.118573683,8.036547139,7.940851343,7.814279729,7.661014713,7.481772391,7.278488937,7.164519793,7.077223902,7.028040078,7.017749975,7.035843588,6.890545266,6.714982387,6.533814576,6.379453684,6.262369725,6.210156278,6.214052103,6.254106398,6.302569239,6.348290983,6.317832254,6.25851456,6.178738337,6.081639783,5.963103717,5.886305831,5.799929609,5.720459304,5.655557864,5.602333913,5.52358553,5.430570949,5.337930099,5.262456601,5.213223859,5.237382791,5.277441805,5.321184137,5.355127304,5.374460691,5.548750524,5.71553187,5.883633387,6.06497885,6.264132466,6.452292322,6.648037604,6.849879781,
Central African Republic,CAF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.771663279,8.824098255,8.861684843,8.876154134,8.853603837,8.789912281,8.817311737,8.797975448,8.741686874,8.657873383,8.553404066,8.623676516,8.660185684,8.664074946,8.637003448,8.580258395,8.567098987,8.523572084,8.451770428,8.354115477,8.232505936,8.147957015,8.035253337,7.905231386,7.76784031,7.629653328,7.660685863,7.669016217,7.654494729,7.619613769,7.564865171,7.519940546,7.45014452,7.358427711,7.245762249,7.11426339,7.078343706,7.007922985,6.908259322,6.783415279,6.637934062,6.60421484,6.538466306,6.443206741,6.321568627,6.175772856,6.142672178,6.082612552,5.993302088,5.870648981,5.715211243,5.723011644,5.695326905,5.636027716,5.552382847,5.44799877,5.426055246,5.39124102,5.343746251,
Canada,CAN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,13.14363758,13.18063742,13.18947166,13.18015382,13.16449217,13.15046682,13.09766175,13.04788,13.00902082,12.98332905,12.97116634,12.96168428,12.94971998,12.94809293,12.97010697,13.02273924,13.18485491,13.35916711,13.5409738,13.72214658,13.90203556,14.09144048,14.27316679,14.4683518,14.70074852,14.98161971,15.25444305,15.55926763,15.88592704,16.21507776,16.53442628,16.80616389,17.04983196,17.26991188,17.47321368,17.66684216,17.84676572,18.00936795,18.1562003,18.28662928,18.40446593,18.50307925,18.58829137,18.67761736,18.79323769,18.95421925,19.13834588,19.35344295,19.62097814,19.96659698,20.40672487,20.90334426,21.48625689,22.15015152,22.86956698,23.62395809,24.32483539,25.0306508,25.7587288,
Central Europe and the Baltics,CEB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.34334571,11.64324205,11.95042537,12.25932047,12.56734703,12.87641692,13.19987773,13.49893566,13.78784902,14.0817591,14.38745311,14.74930307,15.08838669,15.41454794,15.74280853,16.07799161,16.4692432,16.88013981,17.23431281,17.41115162,17.35079997,17.12422962,16.67285985,16.137681,15.71107609,15.49492862,15.60989955,15.87963578,16.23712168,16.57716598,16.84909092,17.25396671,17.59702444,17.88843037,18.14963165,18.3889085,18.73977992,19.05047341,19.32049117,19.54712086,19.73714974,20.04081968,20.31289208,20.54706097,20.72002651,20.82848338,21.00144413,21.10849114,21.2012791,21.35784889,21.62773442,22.11605921,22.69881794,23.36928104,24.10861533,24.90340586,25.82466898,26.7970089,27.80028523,
Switzerland,CHE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.5468888,15.680544,15.77987454,15.85596448,15.92281327,15.99138488,16.25802349,16.52491092,16.79364252,17.06091989,17.32282995,17.73395484,18.11902495,18.47870091,18.81395369,19.12430009,19.60282611,20.05399324,20.45053145,20.75326503,20.9466214,20.94411399,20.83098156,20.67300711,20.55929331,20.53929565,20.64349308,20.81006367,21.00806734,21.19097592,21.3344667,21.47605654,21.57541509,21.63799584,21.67583317,21.69857613,21.93441991,22.15555193,22.35775416,22.53571411,22.69050697,22.80563369,22.89254078,22.97410599,23.0816443,23.23603567,23.4516935,23.71257851,24.0248367,24.39352793,24.82188777,25.16796782,25.56025659,25.98676447,26.40480498,26.77801523,27.2323055,27.63387086,28.01923941,
