Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bahrain,BHR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01000214,64.51599884,64.61000061,64.84700012,65.18499756,65.54000092,65.26699829,65.06300354,65.05400085,65.30500031,65.78800201,65.85700226,66.1309967,66.76300049,67.63899994,68.61399841,69.04599762,69.72399902,70.55699921,71.42900085,72.22000122,71.41000366,71.47899628,71.4940033,71.55400085,71.64099884,72.0510025,72.59400177,73.14700317,73.36199951
"Bahamas, The",BHS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.01999664,72.84300232,73.64399719,74.40100098,75.04499817,75.11199951,75.07700348,74.94300079,74.82099915,74.7480011,74.65000153,74.77300262,74.88200378,74.8239975,74.72299957,74.64900208,74.77200317,74.84799957,74.78199768,74.62200165,74.57700348,74.52400208,74.59700012,74.65100098,74.70600128,74.75,74.69400024,74.66300201,74.6210022,74.55899811
Bosnia and Herzegovina,BIH,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00099945,46.81800079,46.57899857,46.29100037,45.97399902,45.63399887,45.45600128,45.29499817,45.14199829,44.99900055,44.85900116,44.69900131,44.5530014,44.42100143,44.32300186,44.04399872,43.88999939,44.54800034,45.32899857,45.29399872,45.93799973,45.68999863,46.15299988,46.61199951,47.00299835,46.92599869,46.76300049,46.5379982,46.58100128,46.39500046
Belarus,BLR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85100174,59.58200073,59.35100174,59.18000031,59.10400009,59.09799957,58.97900009,58.83200073,58.76699829,58.77399826,59.09400177,59.39699936,59.72100067,60.06499863,60.43999863,60.87099838,61.22800064,61.65499878,62.12200165,62.59700012,63.02399826,63.36299896,63.66799927,63.92599869,64.12400055,64.26200104,64.3769989,64.42700195,64.52700043,64.1309967
Belize,BLZ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.45600128,58.57799911,58.70500183,58.70199966,58.55599976,58.74700165,59.03099823,59.47299957,59.95399857,60.49000168,61.07600021,61.62200165,62.1969986,62.79000092,63.36299896,63.90800095,63.83100128,63.71900177,63.58800125,63.44800186,63.30799866,63.29100037,63.29100037,63.30699921,63.81800079,64.01399994,65.02899933,64.83699799,64.96800232,65.05599976
Bermuda,BMU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43699646,69.65399933,69.60099792,69.77400208,69.99500275,70.23600006,70.42099762,70.66500092,70.7559967,70.77999878,70.79299927,71.19400024,71.58399963,71.95999908,72.32299805,72.67099762,73.01599884,71.8809967,72.18800354,72.11299896,72.01100159,71.83999634,68.9280014,69.30000305,71.27500153,67.04399872,67.70999908,69.0739975,71.96800232,71.81300354
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.01900101,62.0719986,62.50500107,62.93199921,63.35400009,63.77299881,62.4090004,63.07799911,63.2820015,63.86199951,64.09600067,64.33000183,65.02899933,65.04799652,65.73799896,66.36499786,65.96399689,65.65100098,65.63899994,65.85199738,64.72599792,63.58499908,64.28600311,64.17199707,63.89699936,64.05000305,63.78699875,64.05500031,64.05000305,63.88399887
Barbados,BRB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8259964,67.43199921,68.22899628,68.83699799,69.31199646,69.98000336,69.16300201,69.06800079,68.84899902,68.60099792,68.33899689,68.35199738,68.3789978,68.41200256,69.01300049,68.88500214,68.68199921,68.44000244,68.15299988,67.82900238,67.36599731,67.26300049,66.18499756,66.90000153,64.83699799,65.34600067,66.04599762,65.82099915,65.5530014,65.22699738
Brunei Darussalam,BRN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.13600159,65.1969986,65.40200043,65.66600037,65.99099731,66.36000061,66.51899719,66.76399994,67.11399841,67.54100037,67.9960022,67.75800323,67.39399719,67.18000031,67.10900116,67.10900116,66.80899811,66.55500031,66.41200256,66.38500214,66.4280014,66.4240036,66.34400177,66.20800018,66.04299927,65.86699677,65.6740036,65.45999908,64.94100189,64.6780014
Bhutan,BTN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68800354,70.24500275,69.80599976,69.35299683,68.88500214,68.40699768,68.36799622,68.40799713,68.51599884,68.69000244,68.92199707,69.20700073,69.55000305,69.92199707,70.28199768,70.61000061,70.55699921,70.50099945,70.44999695,70.41100311,68.28600311,66.34500122,63.77899933,64.26999664,62.60300064,65.91699982,66.09899902,66.27300262,66.42500305,66.71399689
Botswana,BWA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.57099915,60.4640007,60.43099976,60.41600037,60.36999893,60.26800156,60.20800018,60.0870018,60.06000137,59.26300049,58.40399933,59.19400024,60.01900101,60.85599899,61.68199921,62.48600006,63.29499817,63.1780014,63.06100082,62.95600128,60.07400131,64.25,67.78800201,70.80899811,70.82700348,70.89299774,70.84700012,70.78600311,70.66799927,70.81999969
Central African Republic,CAF,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.70800018,72.70999908,72.76499939,72.75900269,72.70800018,72.62400055,72.63999939,72.56400299,72.48400116,72.40899658,72.38500214,72.39900208,72.39099884,72.44200134,72.40000153,72.40599823,72.50800323,72.59100342,72.66200256,72.6309967,72.57099915,72.70200348,72.73500061,73.06700134,72.96600342,72.77200317,72.54100037,72.27600098,71.98100281,71.95500183
Canada,CAN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.77799988,66.2559967,65.34899902,64.99099731,64.78299713,64.40699768,64.22000122,64.41699982,64.67700195,65.0739975,65.26799774,65.3690033,66.3259964,67.05899811,67.00299835,66.66699982,66.58000183,67.05899811,67.22799683,66.77600098,66.61499786,66.41200256,66.25099945,66.22299957,65.76300049,65.61199951,65.48799896,65.58899689,65.25700378,65.07099915
Central Europe and the Baltics,CEB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.26686288,62.20947627,62.0384454,61.34496063,60.49648649,59.77499553,58.78038892,58.22245811,57.78795807,57.45513087,57.35145004,57.23039577,55.59748504,55.08569861,54.86459333,54.72299898,54.75999022,54.7452754,54.9937741,55.11667539,55.50911174,55.31729225,55.71136779,55.85289333,56.31363563,56.38658225,56.41838595,57.0598994,57.14293169,56.87348682
Switzerland,CHE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43099976,68.38800049,68.2559967,68.19999695,67.29799652,67.07299805,67.56700134,67.41100311,67.92700195,67.91000366,67.41200256,67.78800201,67.73600006,67.8259964,67.28600311,67.03099823,67.41699982,67.72299957,68.2440033,68.27600098,66.95300293,67.45999908,67.52700043,67.56199646,67.96499634,68.21199799,68.56800079,68.37999725,68.37999725,68.25299835
Channel Islands,CHI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.59999847,57.68799973,57.77399826,58.05500031,58.48500061,58.53099823,58.4070015,58.54800034,58.85200119,59.18099976,59.2519989,59.26800156,59.38299942,59.38100052,59.17900085,59.27899933,59.31800079,59.30899811,59.23099899,59.14400101,59.11199951,58.59899902,58.64500046,58.68600082,58.73699951,58.88800049,58.82099915,58.6269989,58.40800095,58.19900131
Chile,CHL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51100159,54.85499954,55.3390007,55.61399841,55.82799911,56.23099899,56.54399872,56.85400009,57.01499939,56.95800018,56.35599899,55.61899948,55.24300003,55.85499954,56.63700104,57.25799942,58.00699997,58.65599823,60.12099838,59.97800064,60.42200089,61.64599991,61.59000015,61.71300125,61.97200012,62.08399963,62.02299881,62.3390007,62.48500061,62.64400101
China,CHN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.13800049,79.05999756,79.0059967,78.95700073,78.88300323,78.76000214,78.58699799,78.36699677,78.09400177,77.76300049,77.3730011,76.65599823,75.85099792,75.01000214,74.22399902,73.5490036,72.97899628,72.52999878,72.14900208,71.74299622,71.25800323,71.01899719,70.76899719,70.48300171,70.16799927,69.82499695,69.42900085,68.98400116,68.4960022,67.98699951
Cote d'Ivoire,CIV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67199707,67.56300354,67.41000366,67.22699738,67.02300262,66.73600006,66.56300354,66.44100189,66.29199982,65.83300018,65.37799835,64.91000366,64.43099976,63.93700027,63.42900085,62.90599823,62.40200043,61.88999939,61.36899948,60.8409996,60.30799866,59.77799988,59.25099945,58.72700119,58.20800018,57.69599915,57.18899918,57.08000183,56.98600006,56.95299911
Cameroon,CMR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.31800079,83.37799835,83.40299988,83.43299866,83.34899902,83.21499634,83.09600067,82.93099976,82.73999786,82.53600311,82.33699799,82.20200348,82.0719986,81.94999695,81.8239975,81.7460022,81.7539978,81.7440033,79.93499756,78.01399994,75.98699951,76.07700348,76.16400146,76.23400116,76.27500153,76.28299713,76.28500366,76.26000214,76.20300293,76.07299805
"Congo, Dem. Rep.",COD,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51699829,70.73600006,70.96900177,71.22399902,71.31400299,71.29599762,71.38400269,71.48100281,71.49299622,71.52300262,71.59100342,71.67299652,71.68800354,71.66899872,71.63300323,71.59600067,70.57800293,69.53700256,68.47499847,67.39399719,66.29499817,65.17099762,64.02400208,63.99399948,63.93000031,63.86600113,63.85900116,63.80500031,63.70199966,63.4620018
"Congo, Rep.",COG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.34999847,68.1989975,68.04399872,67.9509964,67.95899963,67.89499664,67.84200287,67.90200043,67.95400238,68.11799622,68.1760025,68.28600311,68.39299774,68.56400299,68.72299957,68.84899902,68.96600342,69.21099854,69.37400055,69.5039978,69.58999634,69.76999664,69.87000275,69.90699768,69.84500122,69.79199982,69.77300262,69.72100067,69.57299805,69.44799805
Colombia,COL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65599823,66.79599762,67.02100372,67.2990036,67.59400177,67.85199738,67.90100098,68.05699921,68.03399658,67.68299866,67.81700134,67.91699982,67.90899658,68.48300171,67.05500031,66.31099701,65.33599854,64.34899902,64.7559967,67.39299774,68.22100067,68.88400269,69.81900024,69.44999695,69.51899719,69.86100006,69.50099945,69.17900085,68.67900085,68.77100372
Comoros,COM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.43299866,42.63999939,42.53900146,42.5320015,42.68000031,42.60499954,42.60800171,42.48099899,42.40000153,42.30400085,42.0359993,41.95100021,41.87400055,41.81800079,41.79299927,41.78300095,41.80400085,41.89400101,41.94100189,42.02600098,42.11700058,42.2120018,42.3409996,42.44800186,42.60800171,42.7859993,42.92499924,43.04600143,43.1570015,43.28099823
Cabo Verde,CPV,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.58100128,61.53499985,61.46500015,61.36199951,61.21699905,61.02500153,60.71699905,60.34899902,59.93000031,59.48300171,59.03300095,58.69300079,58.36700058,58.06800079,57.81800079,57.62799835,57.79499817,57.99200058,58.19499969,58.39500046,58.59600067,58.86899948,59.19100189,59.50999832,59.76900101,59.93600082,60.06100082,60.11899948,60.26699829,60.45500183
Costa Rica,CRI,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54399872,58.31399918,57.44200134,58.14899826,58.53900146,59.49000168,57.54199982,59.72000122,61.24000168,60.81999969,59.50699997,61.74000168,61.36500168,61.4090004,60.27799988,62.45000076,62.11199951,62.94499969,62.61500168,62.02700043,60.8429985,60.18399811,63.8730011,63.39199829,63.05599976,61.95000076,59.36500168,60.1969986,62.18299866,62.09899902
Caribbean small states,CSS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.45159122,64.53891526,64.74812167,64.91549315,65.15107653,65.02611504,64.80878272,64.44487333,64.01879219,63.75172696,63.48902708,63.26370746,63.05320524,63.14342793,63.38657542,63.53976083,63.41850502,63.23674464,63.07035275,62.73670429,62.31748501,62.05610867,62.07564226,62.6113258,62.60180628,62.64339681,63.15333887,63.40669217,63.02099642,63.00067204
Cuba,CUB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8370018,51.06499863,51.37400055,51.70899963,51.98500061,52.14599991,52.18399811,52.14699936,52.0870018,51.96500015,51.90399933,51.80599976,51.77099991,51.79800034,51.8219986,52.50400162,53.02700043,53.98799896,54.43099976,55.50099945,55.04700089,54.94900131,54.75299835,54.53300095,54.30799866,54.16199875,54,53.82099915,53.67200089,53.58100128
Curacao,CUW,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.83499908,60.17599869,60.07400131,60.10400009,60.47800064,60.09500122,60.34400177,60.70999908,60.43099976,60.47700119,60.81800079,62.11399841,62.01900101,63.04899979,63.42399979,63.01699829,63.22200012,63.57300186,63.41199875,63.59700012,64.06600189,63.19100189,62.83000183,62.69200134,63.24599838,62.63299942,61.99700165,62.2879982,63.22800064,63.05899811
Czech Republic,CZE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.04700089,61.27099991,61.29600143,61.35699844,61.54499817,61.40499878,61.05400085,60.49900055,60.48899841,60.5890007,60.125,59.74300003,59.61899948,59.37099838,59.13000107,59.4980011,59.31900024,58.85699844,58.48500061,58.60200119,58.34799957,58.22499847,58.65999985,59.35300064,59.43999863,59.62200165,60.14300156,60.45600128,60.77399826,60.55899811
Germany,DEU,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.25400162,59.63199997,59.00999832,58.32799911,58.52899933,58.19100189,57.96300125,58.14699936,58.13100052,58.3219986,58.06000137,57.95800018,57.84999847,57.90200043,57.5870018,58.45399857,58.84400177,59.18700027,59.20600128,59.35100174,59.43299866,60.0019989,59.94200134,60.23500061,60.24000168,60.08300018,60.31499863,60.51100159,60.82699966,60.81100082
